geometry,reference_geometry,optimizer,seed,metric,ratio,difference,value,reference_value
dup64_half,rgb32,sgd,304,Rstar_local,0.9476838939726763,-2.388242299660817,43.26198821278372,45.65023051244454
dup64_half,rgb32,sgd,304,R_over_Rstar_local,1.055777002590984,0.04938896384689562,0.9348607811309421,0.8854718172840464
dup64_half,rgb32,sgd,304,end_acc,0.9770741809951409,-0.01750004291534424,0.7458333373069763,0.7633333802223206
dup64_half,rgb32,sgd,304,R_t10,1.0169599730509944,0.6725363810401319,40.3268671407636,39.65433075972347
dup64_half,rgb32,sgd,304,R_t20,0.9989795429176522,-0.0403904948134155,39.54039689164973,39.58078738646314
dup64_half,rgb32,sgd,304,R_t30,0.981326626058443,-0.7668780416142695,40.30111770540001,41.06799574701428
dup64_half,rgb32,sgd,304,raw_W_F_t10,1.0023830760612553,0.08712295353625166,36.64615476654613,36.55903181300988
dup64_half,rgb32,sgd,304,raw_W_F_t20,0.9944755032810767,-0.2379677271968177,42.83703788945898,43.0750056166558
dup64_half,rgb32,sgd,304,raw_W_F_t30,0.9910254374621699,-0.4278030935198558,47.240603217824244,47.6684063113441
dup64_half,rgb32,sgd,304,c,,-0.0011118107761164953,-0.18444598840700732,-0.18333417763089083
