arm,seed,eps,metric,start_task,group,n,final_inside,final_shrunk,ever_changed,never_changed,median_final_growth,final_v_rms,final_output_variance,mean_occupancy_after_start
SN_normal_q0,9,0.1,mean,20,inside,8,0,2,8,0,1.1777525697398636,0.08078229308864714,0.0003885327347449332,0.08186070686070686
SN_normal_q0,9,0.1,mean,20,outside,92,7,23,92,0,1.3022131187350117,0.19635216400291605,0.03995188901912289,0.07495706408749887
SN_normal_q0,9,0.1,mean,100,inside,7,0,4,7,0,0.9723218684053554,0.2559875504477661,0.03306879302160084,0.0751692198076238
SN_normal_q0,9,0.1,mean,100,outside,93,7,21,93,0,1.3148708975443693,0.18376243141379864,0.037066672048237194,0.07347223339500711
SN_normal_q0,9,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_normal_q0,9,0.1,all_inputs,20,outside,100,0,25,0,100,1.2902140212507862,0.18971531523330054,0.03678682051637265,0.0
SN_normal_q0,9,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_normal_q0,9,0.1,all_inputs,100,outside,100,0,25,0,100,1.2902140212507862,0.18971531523330054,0.03678682051637265,0.0
SN_normal_q0,9,0.2,mean,20,inside,14,2,6,14,0,1.0555464249183406,0.15146508790350885,0.02686079770980459,0.153994653994654
SN_normal_q0,9,0.2,mean,20,outside,86,10,19,86,0,1.3253026177100993,0.19523410704028832,0.03840268469418606,0.1529033505777692
SN_normal_q0,9,0.2,mean,100,inside,15,3,5,15,0,1.1381836799927285,0.21505637105747374,0.018919688687855783,0.15527847049044058
SN_normal_q0,9,0.2,mean,100,outside,85,9,20,85,0,1.3148708975443693,0.18488315681949005,0.039939843780228565,0.15091682558310107
SN_normal_q0,9,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_normal_q0,9,0.2,all_inputs,20,outside,100,0,25,1,99,1.2902140212507862,0.18971531523330054,0.03678682051637265,0.00018711018711018712
SN_normal_q0,9,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_normal_q0,9,0.2,all_inputs,100,outside,100,0,25,1,99,1.2902140212507862,0.18971531523330054,0.03678682051637265,0.00022443890274314216
SN_peak_q0,0,0.05,mean,20,inside,22,17,22,22,0,0.0379161923798642,0.0014022286523292903,2.3869252183695434e-09,0.4961254961254961
SN_peak_q0,0,0.05,mean,20,outside,78,45,49,78,0,0.04690511273033066,0.20839080552266806,0.0679475335091072,0.3128631590170052
SN_peak_q0,0,0.05,mean,100,inside,12,11,12,12,0,0.024909098790033016,0.0010898388159747438,6.069528473843412e-10,0.5195344970906068
SN_peak_q0,0,0.05,mean,100,outside,88,51,59,88,0,0.042057311423161825,0.19619429652042353,0.06022622339703729,0.361085921559737
SN_peak_q0,0,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,0,0.05,all_inputs,20,outside,100,37,71,71,29,0.04098692566736059,0.18404695128831663,0.052999076662227154,0.1274012474012474
SN_peak_q0,0,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,0,0.05,all_inputs,100,outside,100,37,71,71,29,0.04098692566736059,0.18404695128831663,0.052999076662227154,0.15281795511221946
SN_peak_q0,0,0.1,mean,20,inside,42,41,41,42,0,0.038805945157668414,0.019842164993241,0.0003848952425272126,0.7421542421542422
SN_peak_q0,0,0.1,mean,20,outside,58,35,30,58,0,0.054616227252013934,0.2410748969455701,0.09109900113856162,0.4220732669008531
SN_peak_q0,0,0.1,mean,100,inside,32,31,31,32,0,0.025929153172355154,0.0031590176827397324,9.05640586448549e-06,0.7933291770573566
SN_peak_q0,0,0.1,mean,100,outside,68,45,40,68,0,0.05051183071362383,0.22317919097354996,0.07793555678286843,0.4917852427754144
SN_peak_q0,0,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,0,0.1,all_inputs,20,outside,100,67,71,71,29,0.04098692566736059,0.18404695128831663,0.052999076662227154,0.3183783783783784
SN_peak_q0,0,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,0,0.1,all_inputs,100,outside,100,67,71,71,29,0.04098692566736059,0.18404695128831663,0.052999076662227154,0.3811221945137157
SN_peak_q0,0,0.2,mean,20,inside,58,57,57,58,0,0.03347389089543403,0.01689720771719201,0.0002787175506424455,0.9232561473940785
SN_peak_q0,0,0.2,mean,20,outside,42,20,14,42,0,2.1411817214334903,0.28329557681448597,0.1258033821020346,0.40387090387090385
SN_peak_q0,0,0.2,mean,100,inside,56,54,54,55,1,0.02733615126255481,0.0048305661116219865,2.7220761059072473e-05,0.9390808692554329
SN_peak_q0,0,0.2,mean,100,outside,44,23,17,44,0,1.9865209285368446,0.2774076956718588,0.1204178023546229,0.4493878939016096
SN_peak_q0,0,0.2,all_inputs,20,inside,1,1,1,1,0,0.023193971743240168,0.0012979359598830342,1.292492566616589e-10,0.9043659043659044
SN_peak_q0,0,0.2,all_inputs,20,outside,99,70,70,70,29,0.041114949208954914,0.18497409983083773,0.05353442086963098,0.5137865137865137
SN_peak_q0,0,0.2,all_inputs,100,inside,16,16,16,16,0,0.02214681537978718,0.0012594897673779053,1.3025972285320885e-09,0.9133416458852868
SN_peak_q0,0,0.2,all_inputs,100,outside,84,55,55,55,29,0.04298923300220765,0.20081093473656153,0.06309413863549,0.5465502909393184
SN_peak_q0,1,0.05,mean,20,inside,34,26,32,34,0,0.020536429778320292,0.0709266736740001,0.007160944509985072,0.5168154579919286
SN_peak_q0,1,0.05,mean,20,outside,66,39,42,66,0,0.04757538081880913,0.21609832481858854,0.06762278886223311,0.35557235557235556
SN_peak_q0,1,0.05,mean,100,inside,16,15,15,16,0,0.0226220587172533,0.07652714019934378,0.013167492375804356,0.5559538653366584
SN_peak_q0,1,0.05,mean,100,outside,84,50,59,84,0,0.03799129256790003,0.19393904870979156,0.053522575002785795,0.41562759767248547
SN_peak_q0,1,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,1,0.05,all_inputs,20,outside,100,42,74,74,26,0.03573898642765941,0.18036463729367763,0.047065761782468775,0.16567567567567568
SN_peak_q0,1,0.05,all_inputs,100,inside,1,0,1,1,0,0.03769886633336974,0.0006343221175484359,1.128679366276436e-10,0.16458852867830423
SN_peak_q0,1,0.05,all_inputs,100,outside,99,42,73,73,26,0.03433467106038974,0.18127326980526756,0.04754117351650515,0.19889669764981485
SN_peak_q0,1,0.1,mean,20,inside,63,60,60,63,0,0.024097393554590514,0.07754979238447124,0.006890223289449735,0.770946770946771
SN_peak_q0,1,0.1,mean,20,outside,37,14,14,37,0,2.0428048836735315,0.27871617403677834,0.11547275975706872,0.33685452604371524
SN_peak_q0,1,0.1,mean,100,inside,32,29,29,32,0,0.030435569519162327,0.09240685906091999,0.014269223562454837,0.7706514962593516
SN_peak_q0,1,0.1,mean,100,outside,68,45,45,68,0,0.03799129256790003,0.20933688565675232,0.062499426827181195,0.5723925480416605
SN_peak_q0,1,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,1,0.1,all_inputs,20,outside,100,74,74,74,26,0.03573898642765941,0.18036463729367763,0.047065761782468775,0.3879002079002079
SN_peak_q0,1,0.1,all_inputs,100,inside,4,4,4,4,0,0.04846080703361795,0.0008656492990592851,2.2577714292440043e-10,0.7094763092269327
SN_peak_q0,1,0.1,all_inputs,100,outside,96,70,70,70,26,0.034249189203529574,0.18408380228210466,0.04902683518066425,0.44955320033250207
SN_peak_q0,1,0.2,mean,20,inside,76,73,72,75,1,0.02496774279828528,0.07626984692280693,0.0068559640041463395,0.9183171025276289
SN_peak_q0,1,0.2,mean,20,outside,24,2,2,24,0,2.3750967508729524,0.34223782135844694,0.17439678808048975,0.18797643797643798
SN_peak_q0,1,0.2,mean,100,inside,57,54,54,54,3,0.027334264361948787,0.0692540276773549,0.008010793128306267,0.9299995624972656
SN_peak_q0,1,0.2,mean,100,outside,43,21,20,43,0,1.894053588673611,0.26324280854085164,0.09883630162635858,0.516209476309227
SN_peak_q0,1,0.2,all_inputs,20,inside,5,5,5,5,0,0.02212889373484951,0.003408148348685495,9.557621591674319e-10,0.844906444906445
SN_peak_q0,1,0.2,all_inputs,20,outside,95,69,69,69,26,0.03714330179492908,0.1850485615135476,0.049542907089137535,0.5842214684319947
SN_peak_q0,1,0.2,all_inputs,100,inside,25,25,25,25,0,0.02300564844959284,0.0018318116734567502,1.4000947217154192e-09,0.9295760598503741
SN_peak_q0,1,0.2,all_inputs,100,outside,75,49,49,49,26,0.04296771944643318,0.20826445848993094,0.06275434857659346,0.5863341645885287
SN_peak_q0,2,0.05,mean,20,inside,17,8,17,17,0,0.03370600959313189,0.004125192095823808,1.27330745979807e-08,0.424483306836248
SN_peak_q0,2,0.05,mean,20,outside,83,31,51,83,0,0.06770267053092957,0.17271159951789306,0.036441493471749103,0.26546101244896425
SN_peak_q0,2,0.05,mean,100,inside,31,13,28,31,0,0.030281677403642467,0.09454938401419226,0.009260199382191067,0.4090580001608881
SN_peak_q0,2,0.05,mean,100,outside,69,26,40,69,0,0.07653069906725454,0.17852023570972791,0.039675043387964064,0.2694712494127001
SN_peak_q0,2,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,2,0.05,all_inputs,20,outside,100,21,68,68,32,0.054450050236257826,0.15735694808407666,0.03024644174617444,0.07553014553014553
SN_peak_q0,2,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,2,0.05,all_inputs,100,outside,100,21,68,68,32,0.054450050236257826,0.15735694808407666,0.03024644174617444,0.09059850374064837
SN_peak_q0,2,0.1,mean,20,inside,31,24,30,31,0,0.03735962687349526,0.04810525697448129,0.0025484753803864516,0.6651465361142781
SN_peak_q0,2,0.1,mean,20,outside,69,37,38,69,0,0.07634283607231279,0.18667119518940686,0.04269045562065889,0.4087197565458435
SN_peak_q0,2,0.1,mean,100,inside,50,39,46,50,0,0.03199384349838718,0.09681645101203158,0.008360897982535106,0.6845885286783042
SN_peak_q0,2,0.1,mean,100,outside,50,22,22,50,0,2.104465203552948,0.20037213637156362,0.052131985509813766,0.3449875311720698
SN_peak_q0,2,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,2,0.1,all_inputs,20,outside,100,52,68,68,32,0.054450050236257826,0.15735694808407666,0.03024644174617444,0.24166320166320165
SN_peak_q0,2,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,2,0.1,all_inputs,100,outside,100,52,68,68,32,0.054450050236257826,0.15735694808407666,0.03024644174617444,0.28970074812967583
SN_peak_q0,2,0.2,mean,20,inside,56,53,53,56,0,0.03963840748625458,0.058275612466997875,0.00428876751690388,0.8757425007425007
SN_peak_q0,2,0.2,mean,20,outside,44,20,15,44,0,2.2345332139896357,0.2279325198467775,0.06328348167433696,0.39855414855414856
SN_peak_q0,2,0.2,mean,100,inside,69,62,61,69,0,0.03735962687349526,0.10511355212082914,0.011798323390541628,0.8486754129169829
SN_peak_q0,2,0.2,mean,100,outside,31,11,7,31,0,2.351359753053741,0.2351217701745794,0.07130838260226036,0.3150189043520232
SN_peak_q0,2,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,2,0.2,all_inputs,20,outside,100,68,68,68,32,0.054450050236257826,0.15735694808407666,0.03024644174617444,0.4581912681912682
SN_peak_q0,2,0.2,all_inputs,100,inside,21,21,21,21,0,0.03654237169571627,0.004924357416612367,6.512467563731039e-09,0.8421802636266477
SN_peak_q0,2,0.2,all_inputs,100,outside,79,47,47,47,32,0.06956787159688187,0.1770221925520254,0.03828663339057753,0.4606521670507276
SN_peak_q0,3,0.05,mean,20,inside,21,16,21,21,0,0.03185330800122843,0.006293796438138501,1.4883898554223635e-08,0.5080685080685081
SN_peak_q0,3,0.05,mean,20,outside,79,28,50,79,0,0.04003482791538994,0.20198705949195656,0.06273840386834464,0.3229821837416774
SN_peak_q0,3,0.05,mean,100,inside,29,21,29,29,0,0.02573976745920272,0.005224658815252621,8.933363920683294e-09,0.5472525582595236
SN_peak_q0,3,0.05,mean,100,outside,71,23,42,71,0,0.0483758591964269,0.21306427115328533,0.06980752055061329,0.32482174844578693
SN_peak_q0,3,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,3,0.05,all_inputs,20,outside,100,30,71,71,29,0.038722270053777944,0.17955319137570536,0.049563342181610966,0.12594594594594594
SN_peak_q0,3,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,3,0.05,all_inputs,100,outside,100,30,71,71,29,0.038722270053777944,0.17955319137570536,0.049563342181610966,0.15107231920199501
SN_peak_q0,3,0.1,mean,20,inside,40,38,40,40,0,0.032147331047331765,0.007211239718802785,2.0805667660032052e-08,0.7892931392931393
SN_peak_q0,3,0.1,mean,20,outside,60,32,31,60,0,0.0509422171174827,0.2317273820026738,0.08260555643223982,0.413998613998614
SN_peak_q0,3,0.1,mean,100,inside,46,44,46,46,0,0.028876979854063477,0.006303704546042577,1.1145678165382195e-08,0.8110159384148324
SN_peak_q0,3,0.1,mean,100,outside,54,26,25,54,0,1.76582625096837,0.24427166743174886,0.09178395750851669,0.4093008220190265
SN_peak_q0,3,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,3,0.1,all_inputs,20,outside,100,60,71,71,29,0.038722270053777944,0.17955319137570536,0.049563342181610966,0.32821205821205823
SN_peak_q0,3,0.1,all_inputs,100,inside,2,2,2,2,0,0.0358224368422055,0.007438952142552161,1.608576895143379e-08,0.6172069825436409
SN_peak_q0,3,0.1,all_inputs,100,outside,98,58,69,69,29,0.03899076100321921,0.1813729998497883,0.05057483863254651,0.38811135426739274
SN_peak_q0,3,0.2,mean,20,inside,63,59,59,63,0,0.03219700565766592,0.10016533584095651,0.02019794051234654,0.8991848991848992
SN_peak_q0,3,0.2,mean,20,outside,37,17,12,37,0,2.1538178365323386,0.26466960022903907,0.09956389096981798,0.3836039781985728
SN_peak_q0,3,0.2,mean,100,inside,72,69,68,70,2,0.03135158206766849,0.10939571125202659,0.027090605417785994,0.9208229426433915
SN_peak_q0,3,0.2,mean,100,outside,28,7,3,28,0,2.2552931512090315,0.29046025639219925,0.10735037957430374,0.20947630922693267
SN_peak_q0,3,0.2,all_inputs,20,inside,1,1,1,1,0,0.03396008652034633,0.0077189309522509575,1.043640900763408e-08,0.8440748440748441
SN_peak_q0,3,0.2,all_inputs,20,outside,99,70,70,70,29,0.03888108033279522,0.18045607964560467,0.05006398189620897,0.5298095298095298
SN_peak_q0,3,0.2,all_inputs,100,inside,29,29,29,29,0,0.03669132676699143,0.007124053617944571,1.7816501946427532e-08,0.9079886490669877
SN_peak_q0,3,0.2,all_inputs,100,outside,71,42,42,42,29,0.03948684392314856,0.2130417879150684,0.06980751692228929,0.4968915738821959
SN_peak_q0,4,0.05,mean,20,inside,43,40,43,43,0,0.022154630182874585,0.003870673957713087,3.455814931208738e-09,0.6180438040903157
SN_peak_q0,4,0.05,mean,20,outside,57,27,27,57,0,1.916400718348114,0.2740055463473422,0.1251699407578615,0.29955866797972064
SN_peak_q0,4,0.05,mean,100,inside,36,31,34,36,0,0.02521780247123575,0.07993253423947297,0.006426934322759783,0.6235799390412857
SN_peak_q0,4,0.05,mean,100,outside,64,36,36,64,0,0.0755711572471422,0.25156193066417404,0.10786433025279368,0.36923316708229426
SN_peak_q0,4,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,4,0.05,all_inputs,20,outside,100,47,70,70,30,0.04096001588211773,0.20688522128187772,0.07134686771798146,0.19343035343035342
SN_peak_q0,4,0.05,all_inputs,100,inside,1,1,1,1,0,0.019643781015078927,0.005537091288715601,3.5746096724975593e-09,0.371571072319202
SN_peak_q0,4,0.05,all_inputs,100,outside,99,46,69,69,30,0.04246104230491303,0.2079267260967314,0.07206754311336906,0.22982946673719742
SN_peak_q0,4,0.1,mean,20,inside,66,63,63,66,0,0.025856491440306183,0.1115247320395862,0.02754757731949184,0.8198198198198198
SN_peak_q0,4,0.1,mean,20,outside,34,9,7,34,0,2.492444205118613,0.31897155192882626,0.15636901966799077,0.21872324813501284
SN_peak_q0,4,0.1,mean,100,inside,64,62,62,64,0,0.02310040046497738,0.05999032184409824,0.003615152086762346,0.8558681421446384
SN_peak_q0,4,0.1,mean,100,outside,36,10,8,36,0,2.504012229598365,0.33540290036875414,0.1917588066179266,0.23635356054308673
SN_peak_q0,4,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,4,0.1,all_inputs,20,outside,100,69,70,70,30,0.04096001588211773,0.20688522128187772,0.07134686771798146,0.4145114345114345
SN_peak_q0,4,0.1,all_inputs,100,inside,12,11,12,12,0,0.029361772845243824,0.0048564940154249055,1.5430352032494993e-08,0.7605985037406484
SN_peak_q0,4,0.1,all_inputs,100,outside,88,58,58,58,30,0.04925026735867222,0.22053309512704583,0.08107598393902185,0.4508614826569939
SN_peak_q0,4,0.2,mean,20,inside,72,67,66,72,0,0.025856491440306183,0.11422928858818919,0.027071713344938752,0.9064737814737814
SN_peak_q0,4,0.2,mean,20,outside,28,6,4,28,0,2.538941567732237,0.34541226360409616,0.18519726467723419,0.23826848826848826
SN_peak_q0,4,0.2,mean,100,inside,72,69,69,70,2,0.024138615011604903,0.057538474915397694,0.003394858158424997,0.9462454973676919
SN_peak_q0,4,0.2,mean,100,outside,28,4,1,28,0,2.631346423430718,0.3799333023986241,0.24608060658541242,0.14722123263270395
SN_peak_q0,4,0.2,all_inputs,20,inside,5,5,5,5,0,0.022154630182874585,0.004358634017176316,6.722682812321884e-09,0.9143451143451143
SN_peak_q0,4,0.2,all_inputs,20,outside,95,65,65,65,30,0.04246104230491303,0.21225740307051405,0.07510196566510247,0.5761899551373235
SN_peak_q0,4,0.2,all_inputs,100,inside,55,55,55,55,0,0.025113207843682338,0.004235387027991915,8.148181043816112e-09,0.9443210156427114
SN_peak_q0,4,0.2,all_inputs,100,outside,45,15,15,15,30,2.420350367954649,0.3083707314546683,0.15854858496995977,0.30418398448323636
SN_peak_q0,5,0.05,mean,20,inside,15,8,14,15,0,0.02893074529404491,0.02281016282036465,0.000369268571073886,0.4594594594594595
SN_peak_q0,5,0.05,mean,20,outside,85,33,58,85,0,0.051184843597043665,0.15594822116501247,0.033118322294053294,0.3502262443438914
SN_peak_q0,5,0.05,mean,100,inside,18,10,16,18,0,0.0440847349702467,0.1223987762376938,0.029975839725553843,0.45857578276530897
SN_peak_q0,5,0.05,mean,100,outside,82,31,56,82,0,0.047988531965987,0.1483784432465796,0.027817454981715475,0.3848001946353628
SN_peak_q0,5,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,5,0.05,all_inputs,20,outside,100,17,72,72,28,0.046841776886609815,0.14404831155218595,0.028205964235606385,0.1230977130977131
SN_peak_q0,5,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,5,0.05,all_inputs,100,outside,100,17,72,72,28,0.046841776886609815,0.14404831155218595,0.028205964235606385,0.1476059850374065
SN_peak_q0,5,0.1,mean,20,inside,33,28,32,33,0,0.03719428738017392,0.015892145521570603,0.00016787240146719665,0.7472437472437472
SN_peak_q0,5,0.1,mean,20,outside,67,35,40,67,0,0.06366909479630688,0.17562923619185328,0.04201577066137642,0.4795357929686288
SN_peak_q0,5,0.1,mean,100,inside,40,34,38,40,0,0.04042783576482837,0.08222032052719368,0.013489170251308732,0.7763092269326684
SN_peak_q0,5,0.1,mean,100,outside,60,29,34,60,0,0.06530815641915927,0.17342550570777182,0.03801716022513814,0.4879052369077307
SN_peak_q0,5,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,5,0.1,all_inputs,20,outside,100,47,72,72,28,0.046841776886609815,0.14404831155218595,0.028205964235606385,0.32101871101871104
SN_peak_q0,5,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,5,0.1,all_inputs,100,outside,100,47,72,72,28,0.046841776886609815,0.14404831155218595,0.028205964235606385,0.38458852867830423
SN_peak_q0,5,0.2,mean,20,inside,60,57,56,60,0,0.04099236941396929,0.06142056531909482,0.0045314686450914155,0.8895010395010395
SN_peak_q0,5,0.2,mean,20,outside,40,19,16,40,0,2.136352707502494,0.21497921152151733,0.06371770762137884,0.44391891891891894
SN_peak_q0,5,0.2,mean,100,inside,67,64,64,65,2,0.04079302104089495,0.06366681460480973,0.008061555281298401,0.9320728030669595
SN_peak_q0,5,0.2,mean,100,outside,33,12,8,33,0,2.2963663163435077,0.23377077390849998,0.06910521877920137,0.3239628202221718
SN_peak_q0,5,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,5,0.2,all_inputs,20,outside,100,71,72,72,28,0.046841776886609815,0.14404831155218595,0.028205964235606385,0.5155301455301455
SN_peak_q0,5,0.2,all_inputs,100,inside,8,8,8,8,0,0.04544915860936871,0.005539148113504316,2.9071259370799978e-08,0.9251870324189526
SN_peak_q0,5,0.2,all_inputs,100,outside,92,63,64,64,28,0.046841776886609815,0.15017186345654307,0.03065865424989743,0.5795836495717228
SN_peak_q0,6,0.05,mean,20,inside,31,23,28,31,0,0.034952332932354994,0.08068422979599914,0.00843546807746971,0.4360539199248877
SN_peak_q0,6,0.05,mean,20,outside,69,33,40,69,0,0.053346406281765395,0.20911338496578924,0.05902172633196257,0.27997227997227997
SN_peak_q0,6,0.05,mean,100,inside,20,16,19,20,0,0.031159007006546377,0.0706581218972224,0.006452402648514767,0.5056109725685786
SN_peak_q0,6,0.05,mean,100,outside,80,40,49,80,0,0.05890610142207826,0.19745939536800353,0.05256188217920854,0.3178927680798005
SN_peak_q0,6,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,6,0.05,all_inputs,20,outside,100,37,68,68,32,0.04587847207541318,0.17941762536965697,0.0433399862730698,0.10694386694386694
SN_peak_q0,6,0.05,all_inputs,100,inside,1,1,1,1,0,0.04430062997767334,0.002173604443669319,1.4169978204570876e-09,0.19950124688279303
SN_peak_q0,6,0.05,all_inputs,100,outside,99,36,67,67,32,0.04618148040942612,0.18032136589350914,0.0437777638978786,0.12748431950426964
SN_peak_q0,6,0.1,mean,20,inside,43,40,40,43,0,0.032147866330234885,0.06852495145562772,0.006081385118509602,0.7001402117681187
SN_peak_q0,6,0.1,mean,20,outside,57,29,28,57,0,1.8852731567135805,0.23007072381490914,0.07144735205633448,0.38983112667323194
SN_peak_q0,6,0.1,mean,100,inside,42,40,40,42,0,0.030203090306628835,0.0589313195746847,0.005031678228599112,0.7611922574516091
SN_peak_q0,6,0.1,mean,100,outside,58,29,28,58,0,1.8181759001938083,0.23018757761062988,0.07108048520182443,0.40708573394100955
SN_peak_q0,6,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,6,0.1,all_inputs,20,outside,100,65,68,68,32,0.04587847207541318,0.17941762536965697,0.0433399862730698,0.2895010395010395
SN_peak_q0,6,0.1,all_inputs,100,inside,2,2,2,2,0,0.029035567454568846,0.003313831033653623,1.2782910412006874e-09,0.5361596009975063
SN_peak_q0,6,0.1,all_inputs,100,outside,98,63,66,66,32,0.0468563034229084,0.18123855252734816,0.04422447576275916,0.34205303068858467
SN_peak_q0,6,0.2,mean,20,inside,66,61,61,66,0,0.033400861681622956,0.07387356917167347,0.0069865989078167975,0.8718263718263718
SN_peak_q0,6,0.2,mean,20,outside,34,9,7,34,0,2.2614653737297252,0.2899739517036763,0.11390832645267854,0.28971505442093676
SN_peak_q0,6,0.2,mean,100,inside,72,66,66,72,0,0.03148381710211353,0.07544038342059896,0.006854298749935119,0.8889235245220283
SN_peak_q0,6,0.2,mean,100,outside,28,4,2,28,0,2.2887595999354815,0.3167524001984873,0.1371603256182732,0.18124332027075168
SN_peak_q0,6,0.2,all_inputs,20,inside,2,2,2,2,0,0.07233495311503024,0.0024443547150963716,9.267849226200907e-09,0.7754677754677755
SN_peak_q0,6,0.2,all_inputs,20,outside,98,66,66,66,32,0.04587847207541318,0.18123883440875463,0.04422447559970694,0.4772370486656201
SN_peak_q0,6,0.2,all_inputs,100,inside,21,21,21,21,0,0.029264326801443325,0.0030272698836816985,4.374598150287832e-09,0.8749554684716779
SN_peak_q0,6,0.2,all_inputs,100,outside,79,47,47,47,32,0.05727443852210324,0.2018545653201621,0.05486074095494202,0.48148615802266487
SN_peak_q0,7,0.05,mean,20,inside,10,7,9,10,0,0.019527063534481817,0.046556872757314835,0.0014112696425818173,0.5016632016632017
SN_peak_q0,7,0.05,mean,20,outside,90,44,61,90,0,0.03288136298581263,0.2176067165057687,0.0714878453693278,0.3705936705936706
SN_peak_q0,7,0.05,mean,100,inside,11,8,10,11,0,0.02183577918371412,0.08178408823152516,0.01540448535667089,0.5731126728632963
SN_peak_q0,7,0.05,mean,100,outside,89,43,60,89,0,0.03504133572328464,0.21748929696514313,0.07054572405328022,0.4006836840483062
SN_peak_q0,7,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,7,0.05,all_inputs,20,outside,100,42,70,70,30,0.031363280547172856,0.20696417323216565,0.06448018779665321,0.16305613305613306
SN_peak_q0,7,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,7,0.05,all_inputs,100,outside,100,42,70,70,30,0.031363280547172856,0.20696417323216565,0.06448018779665321,0.1955860349127182
SN_peak_q0,7,0.1,mean,20,inside,28,26,26,28,0,0.020424312542552593,0.08771754194304067,0.007265447061708516,0.7459904959904959
SN_peak_q0,7,0.1,mean,20,outside,72,43,44,72,0,0.040958513353416624,0.23769654497677675,0.08673036474913169,0.5005197505197505
SN_peak_q0,7,0.1,mean,100,inside,26,25,25,26,0,0.02655751842910232,0.053279939366242195,0.006517285464444198,0.8268751198925762
SN_peak_q0,7,0.1,mean,100,outside,74,44,45,74,0,0.036594063962917645,0.23850914622829616,0.08484553185932123,0.5315090651749006
SN_peak_q0,7,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,7,0.1,all_inputs,20,outside,100,63,70,70,30,0.031363280547172856,0.20696417323216565,0.06448018779665321,0.3632848232848233
SN_peak_q0,7,0.1,all_inputs,100,inside,2,2,2,2,0,0.04103237643068372,0.0019647259073999395,2.508525709667356e-09,0.773067331670823
SN_peak_q0,7,0.1,all_inputs,100,outside,98,61,68,68,30,0.031363280547172856,0.20906519781509633,0.06579610994539051,0.4282151763448522
SN_peak_q0,7,0.2,mean,20,inside,54,48,48,54,0,0.021681138937578878,0.12676526326709803,0.012860082162673111,0.8546238546238546
SN_peak_q0,7,0.2,mean,20,outside,46,25,22,46,0,1.6919771887930057,0.2724952163012044,0.1250777031061081,0.518665823013649
SN_peak_q0,7,0.2,mean,100,inside,56,55,54,54,2,0.021856593244098645,0.09939325930049005,0.023342671303444425,0.9495903099394372
SN_peak_q0,7,0.2,mean,100,outside,44,18,16,44,0,2.0088933366151847,0.29116504927627385,0.11683702696982802,0.4307980049875312
SN_peak_q0,7,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,7,0.2,all_inputs,20,outside,100,70,70,70,30,0.031363280547172856,0.20696417323216565,0.06448018779665321,0.5365280665280665
SN_peak_q0,7,0.2,all_inputs,100,inside,17,17,17,17,0,0.029823899062798018,0.0034609594446080036,6.536760180236028e-09,0.9539386827050022
SN_peak_q0,7,0.2,all_inputs,100,outside,83,53,53,53,30,0.03384895308663664,0.22716729332723623,0.07768697191012529,0.5605564402247394
SN_peak_q0,8,0.05,mean,20,inside,30,25,28,30,0,0.019186826731574208,0.09561260265536577,0.021091282734563947,0.520997920997921
SN_peak_q0,8,0.05,mean,20,outside,70,37,42,70,0,0.05070650548875644,0.21052268674745558,0.05634123163151412,0.31995841995841995
