contrast,geometry,optimizer,reference_geometry,reference_optimizer,window,metric,statistic,n_seed,n_valid,seed_median,ci95_low,ci95_high
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,train_acc,difference,5,5,0.007083326578140259,-0.009583324193954468,0.01624998450279236
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,late,train_acc,ratio,5,5,1.0097476968273815,0.9870129996011773,1.0224783639269708
geometry_over_rgb32,gray32,adam,rgb32,adam,early,R,difference,5,5,-88.62524188637617,-89.82257577836926,-86.95228541596822
geometry_over_rgb32,gray32,adam,rgb32,adam,early,R,ratio,5,5,0.3919480394895034,0.38651080688450895,0.4003873085690825
geometry_over_rgb32,gray32,adam,rgb32,adam,early,c,difference,5,5,0.015809287814783746,0.005477639077207552,0.02401438601183853
geometry_over_rgb32,gray32,adam,rgb32,adam,early,c,ratio,5,0,,,
geometry_over_rgb32,gray32,adam,rgb32,adam,early,d_eff,difference,5,5,-56.704186720052974,-57.2155709905268,-56.404715829259466
geometry_over_rgb32,gray32,adam,rgb32,adam,early,d_eff,ratio,5,5,0.3664042217341044,0.3636831609399681,0.37374362503094527
geometry_over_rgb32,gray32,adam,rgb32,adam,early,rho,difference,5,5,-0.039834992082180554,-0.042551625784776004,-0.03518444336682469
geometry_over_rgb32,gray32,adam,rgb32,adam,early,rho,ratio,5,5,0.9346590864851768,0.9313177052252338,0.9428776450263049
geometry_over_rgb32,gray32,adam,rgb32,adam,early,train_acc,difference,5,5,-0.03874996304512024,-0.0458332896232605,-0.035416632890701294
geometry_over_rgb32,gray32,adam,rgb32,adam,early,train_acc,ratio,5,5,0.9611529193458631,0.9540134219293581,0.964464916945413
geometry_over_rgb32,gray32,adam,rgb32,adam,late,R,difference,5,5,-113.96927904502377,-115.35474999455924,-112.87239658810469
geometry_over_rgb32,gray32,adam,rgb32,adam,late,R,ratio,5,5,0.37519000505967876,0.37165949966727496,0.37880721122466443
geometry_over_rgb32,gray32,adam,rgb32,adam,late,c,difference,5,5,0.009280614166490564,0.002302781149002231,0.018137218561530444
geometry_over_rgb32,gray32,adam,rgb32,adam,late,c,ratio,5,0,,,
geometry_over_rgb32,gray32,adam,rgb32,adam,late,d_eff,difference,5,5,-64.3231817323834,-66.05571291945392,-62.01804410855929
geometry_over_rgb32,gray32,adam,rgb32,adam,late,d_eff,ratio,5,5,0.36375090924386405,0.35820934664138104,0.36728656521231845
geometry_over_rgb32,gray32,adam,rgb32,adam,late,rho,difference,5,5,-0.01592298629957234,-0.029251521489314536,-0.011630468787947712
geometry_over_rgb32,gray32,adam,rgb32,adam,late,rho,ratio,5,5,0.9711113428263431,0.9477984440241962,0.9787124105535767
geometry_over_rgb32,gray32,adam,rgb32,adam,late,train_acc,difference,5,5,-0.04291662573814392,-0.07416665554046631,-0.0274999737739563
geometry_over_rgb32,gray32,adam,rgb32,adam,late,train_acc,ratio,5,5,0.9569398405338535,0.9256163924778291,0.9718069476842535
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,R,difference,5,5,-12.607171303688894,-13.92560116793237,-11.945303524729251
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,R,ratio,5,5,0.6862730337665447,0.6439998988901997,0.691081131795812
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,c,difference,5,5,0.07513163974602244,0.04467929734237633,0.07561086253637822
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,c,ratio,5,0,,,
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,d_eff,difference,5,5,-6.980620667141222,-7.369063977974738,-6.846728614395058
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,d_eff,ratio,5,5,0.5680905589159457,0.5570608687097167,0.5768974687395994
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,rho,difference,5,5,-0.06293469401803842,-0.07832396421842341,-0.052641455345030896
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,rho,ratio,5,5,0.8454001069499625,0.8162997823389594,0.8760157075524023
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,train_acc,difference,5,5,-0.21416670083999634,-0.24708330631256104,-0.2041667103767395
geometry_over_rgb32,gray32,sgd,rgb32,sgd,early,train_acc,ratio,5,5,0.7324380518709663,0.6869060502516632,0.7367006541880105
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,R,difference,5,5,-12.754858814639217,-13.685098308435425,-12.69447751808309
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,R,ratio,5,5,0.6892115952060487,0.6673444989238965,0.6911215352260133
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,c,difference,5,5,0.03134926703130575,0.004778110224063992,0.051937395563031036
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,c,ratio,5,0,,,
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,d_eff,difference,5,5,-6.81022513639425,-7.147829063031121,-6.19341551718316
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,d_eff,ratio,5,5,0.5748983279213831,0.5644941762674277,0.6061812159853713
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,rho,difference,5,5,-0.0541693501159215,-0.07336442454337799,-0.04549850379122067
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,rho,ratio,5,5,0.8615200230083327,0.8159848216898871,0.8807717291311272
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,train_acc,difference,5,5,-0.19166666269302368,-0.20999997854232788,-0.1850000023841858
geometry_over_rgb32,gray32,sgd,rgb32,sgd,late,train_acc,ratio,5,5,0.7368119395864837,0.7149321607454713,0.7440922248653474
